request_status,date_received,date_completed,suburb,category,service_desc,days_to_complete
CLOSED,2016-03-16,2016-04-18,Docklands,Graffiti,Graffiti Removal,33
CLOSED,2016-06-06,2016-06-10,East Melbourne,Graffiti,Graffiti Removal,4
CLOSED,2016-05-28,2016-05-31,Melbourne,Graffiti,Graffiti Removal,3
CLOSED,2016-03-09,2016-03-21,Parkville,Graffiti,Graffiti Removal,12
CLOSED,2016-03-09,2016-03-16,Melbourne,Graffiti,Graffiti Removal,7
CLOSED,2016-04-21,2016-04-26,Carlton,"Waste, Street Cleaning and Litter",Missed Bin Collection,5
CLOSED,2016-06-01,2016-06-09,Carlton,Graffiti,Graffiti Removal,8
CLOSED,2016-05-03,2016-05-11,North Melbourne,"Waste, Street Cleaning and Litter",Damaged Bins,8
CLOSED,2016-05-12,2016-05-18,Carlton,Parks and Trees,Tree Maintenance Services,6
CLOSED,2016-04-21,2016-04-26,North Melbourne,"Waste, Street Cleaning and Litter",Missed Bin Collection,5
CLOSED,2015-02-24,2015-03-11,Kensington,Graffiti,Graffiti Removal,15
CLOSED,2015-02-19,2015-02-23,North Melbourne,"Waste, Street Cleaning and Litter",Waste collection services,4
CLOSED,2014-12-11,2014-12-16,Kensington,"Waste, Street Cleaning and Litter",Missed Bin Collection,5
CLOSED,2015-01-08,2015-01-09,Carlton,"Waste, Street Cleaning and Litter",Damaged Bins,1
CLOSED,2014-12-23,2014-12-24,South Yarra,"Waste, Street Cleaning and Litter",Missed Bin Collection,1
CLOSED,2015-04-01,2015-04-08,East Melbourne,Parks and Trees,Tree Maintenance Services,7
CLOSED,2014-12-17,2015-01-02,North Melbourne,Parks and Trees,Tree Maintenance Services,16
CLOSED,2015-06-12,2015-06-22,Parkville,Graffiti,Graffiti Removal,10
CLOSED,2015-03-12,2015-03-31,Carlton,Graffiti,Graffiti Removal,19
CLOSED,2015-03-18,2015-04-07,Kensington,Graffiti,Graffiti Removal,20
CLOSED,2015-09-11,2015-09-15,North Melbourne,Parks and Trees,Tree Maintenance Services,4
CLOSED,2014-12-02,2014-12-29,Carlton,Parks and Trees,Condition of Assets in Parks,27
CLOSED,2015-08-24,2015-08-26,Parkville,"Waste, Street Cleaning and Litter",Missed Bin Collection,2
CLOSED,2015-03-19,2015-03-23,Kensington,"Waste, Street Cleaning and Litter",Missed Bin Collection,4
CLOSED,2015-10-07,2015-10-09,Southbank,Graffiti,Graffiti Removal,2
CLOSED,2015-07-22,2015-07-31,Parkville,Roads and Traffic,Traffic Management,9
CLOSED,2015-10-27,2015-10-28,South Yarra,"Waste, Street Cleaning and Litter",Missed Bin Collection,1
CLOSED,2015-09-18,2015-10-16,Kensington,Roads and Traffic,Road and Footpath Maintenance,28
CLOSED,2016-05-09,2016-05-31,Kensington,Graffiti,Graffiti Removal,22
CLOSED,2015-03-26,2015-04-17,Parkville,Graffiti,Graffiti Removal,22
CLOSED,2015-07-28,2015-07-31,Carlton,"Waste, Street Cleaning and Litter",Public Litter Bin,3
CLOSED,2015-09-29,2015-10-21,West Melbourne,Parks and Trees,Lawns and Irrigation,22
CLOSED,2015-08-07,2015-08-10,Melbourne,"Waste, Street Cleaning and Litter",Missed Bin Collection,3
CLOSED,2015-10-22,2015-10-30,Melbourne,Roads and Traffic,Road and Footpath Maintenance,8
CLOSED,2015-05-16,2015-06-02,Melbourne,Graffiti,Graffiti Removal,17
CLOSED,2015-08-20,2015-09-02,Melbourne,Graffiti,Graffiti Removal,13
CLOSED,2015-06-25,2015-06-29,Kensington,"Waste, Street Cleaning and Litter",Missed Bin Collection,4
CLOSED,2015-02-05,2015-02-09,Carlton,"Waste, Street Cleaning and Litter",Missing Bin,4
CLOSED,2015-11-02,2015-11-04,Melbourne,Parks and Trees,Condition of Assets in Parks,2
CLOSED,2015-11-04,2015-11-05,Melbourne,"Waste, Street Cleaning and Litter",Public Litter Bin,1
CLOSED,2015-10-07,2015-10-09,Melbourne,Parks and Trees,Condition of Assets in Parks,2
CLOSED,2015-03-14,2015-03-19,Parkville,"Waste, Street Cleaning and Litter",Damaged Bins,5
CLOSED,2015-04-24,2015-04-28,West Melbourne,Graffiti,Graffiti Removal,4
CLOSED,2015-05-01,2015-05-04,North Melbourne,"Waste, Street Cleaning and Litter",Missed Bin Collection,3
CLOSED,2015-05-01,2015-05-04,Docklands,"Waste, Street Cleaning and Litter",Dumped Rubbish,3
CLOSED,2015-03-16,2015-03-26,East Melbourne,"Waste, Street Cleaning and Litter",Waste collection services,10
CLOSED,2015-11-14,2015-11-26,Kensington,Graffiti,Graffiti Removal,12
CLOSED,2015-05-19,2015-06-26,South Yarra,"Waste, Street Cleaning and Litter",Dumped Rubbish,38
CLOSED,2015-07-25,2015-08-17,East Melbourne,Graffiti,Graffiti Removal,23
CLOSED,2015-06-11,2015-06-12,Kensington,"Waste, Street Cleaning and Litter",Missed Bin Collection,1
CLOSED,2015-06-22,2015-09-17,North Melbourne,Parks and Trees,Park Cleaning,87
CLOSED,2016-01-11,2016-01-19,Melbourne,Graffiti,Graffiti Removal,8
CLOSED,2015-12-21,2015-12-21,Melbourne,"Waste, Street Cleaning and Litter",Damaged Bins,1
CLOSED,2016-02-04,2016-02-08,Melbourne,Parks and Trees,Condition of Assets in Parks,4
CLOSED,2016-01-20,2016-01-26,Melbourne,"Waste, Street Cleaning and Litter",Missing Bin,6
CLOSED,2016-02-19,2016-02-25,Melbourne,"Waste, Street Cleaning and Litter",Damaged Bins,6
CLOSED,2015-11-30,2015-12-07,Kensington,"Waste, Street Cleaning and Litter",Missing Bin,7
CLOSED,2016-04-14,2016-04-15,Melbourne,"Waste, Street Cleaning and Litter",Missed Bin Collection,1
CLOSED,2016-04-18,2016-04-28,Carlton,"Waste, Street Cleaning and Litter",Waste collection services,10
CLOSED,2015-01-14,2015-02-11,Carlton,Parks and Trees,Park Cleaning,28
CLOSED,2015-01-08,2015-01-13,Melbourne,Graffiti,Graffiti Removal,5
CLOSED,2015-03-13,2015-03-28,Carlton,"Waste, Street Cleaning and Litter",Waste collection services,15
CLOSED,2014-11-18,2014-11-20,West Melbourne,"Waste, Street Cleaning and Litter",Dumped Rubbish,2
CLOSED,2015-02-26,2015-03-11,Carlton,Graffiti,Graffiti Removal,13
CLOSED,2015-03-16,2015-03-17,Docklands,Graffiti,Graffiti Removal,1
CLOSED,2015-05-11,2015-05-29,Carlton,Parks and Trees,Park Cleaning,18
CLOSED,2015-06-26,2015-07-10,Melbourne,Graffiti,Graffiti Removal,14
CLOSED,2015-02-05,2015-02-06,Melbourne,Parks and Trees,Condition of Assets in Parks,1
CLOSED,2015-06-22,2015-06-23,Kensington,"Waste, Street Cleaning and Litter",Missed Bin Collection,1
CLOSED,2015-05-08,2015-05-13,Kensington,Parks and Trees,Tree Maintenance Services,5
CLOSED,2015-07-13,2015-08-10,Docklands,Parks and Trees,Tree Maintenance Services,28
CLOSED,2015-08-05,2015-08-11,Melbourne,"Waste, Street Cleaning and Litter",Damaged Bins,6
CLOSED,2015-02-25,2015-02-26,South Yarra,Roads and Traffic,Road and Footpath Maintenance,1
CLOSED,2015-01-07,2015-01-20,Carlton,Graffiti,Graffiti Removal,13
CLOSED,2016-01-06,2016-01-13,Melbourne,"Waste, Street Cleaning and Litter",Damaged Bins,7
CLOSED,2015-08-24,2015-08-25,Melbourne,"Waste, Street Cleaning and Litter",Street Cleaning services,1
CLOSED,2016-02-04,2016-02-10,Parkville,Graffiti,Graffiti Removal,6
CLOSED,2016-04-12,2016-04-18,Carlton,Graffiti,Graffiti Removal,6
CLOSED,2015-09-01,2015-09-14,North Melbourne,Graffiti,Graffiti Removal,13
CLOSED,2015-11-28,2015-12-01,Melbourne,"Waste, Street Cleaning and Litter",Dumped Rubbish,3
CLOSED,2015-12-29,2015-12-29,Melbourne,"Waste, Street Cleaning and Litter",Syringe pick-up services,1
CLOSED,2015-10-01,2015-10-05,Melbourne,"Waste, Street Cleaning and Litter",Waste collection services,4
CLOSED,2015-10-05,2015-10-08,North Melbourne,"Waste, Street Cleaning and Litter",Damaged Bins,3
CLOSED,2015-10-21,2015-10-22,Melbourne,"Waste, Street Cleaning and Litter",Syringe pick-up services,1
CLOSED,2015-09-23,2015-09-28,North Melbourne,"Waste, Street Cleaning and Litter",Missing Bin,5
CLOSED,2015-10-12,2015-10-13,North Melbourne,"Waste, Street Cleaning and Litter",Dumped Rubbish,1
CLOSED,2015-12-02,2015-12-08,South Yarra,"Waste, Street Cleaning and Litter",Missing Bin,6
CLOSED,2015-09-24,2015-10-21,Melbourne,Parks and Trees,Lawns and Irrigation,27
CLOSED,2015-07-16,2015-09-14,Melbourne,Parks and Trees,Park Cleaning,60
CLOSED,2015-12-22,2015-12-24,Kensington,Parks and Trees,Tree Maintenance Services,2
CLOSED,2015-11-25,2015-11-27,Melbourne,Parks and Trees,Tree Maintenance Services,2
CLOSED,2015-12-04,2015-12-14,Carlton,Graffiti,Graffiti Removal,10
CLOSED,2015-11-17,2015-12-01,Kensington,"Waste, Street Cleaning and Litter",Waste collection services,14
CLOSED,2016-05-16,2016-05-25,Carlton North,Graffiti,Graffiti Removal,9
CLOSED,2016-01-20,2016-01-28,Carlton,Graffiti,Graffiti Removal,8
CLOSED,2016-01-20,2016-02-02,Kensington,Parks and Trees,Tree Maintenance Services,13
CLOSED,2015-10-26,2015-11-12,Carlton,Graffiti,Graffiti Removal,17
CLOSED,2015-11-10,2015-11-12,Carlton,"Waste, Street Cleaning and Litter",Missing Bin,2
CLOSED,2015-04-09,2015-04-14,North Melbourne,Graffiti,Graffiti Removal,5
CLOSED,2015-08-03,2015-08-05,West Melbourne,Graffiti,Graffiti Removal,2
CLOSED,2015-09-17,2015-09-22,Carlton North,Graffiti,Graffiti Removal,5
CLOSED,2015-08-04,2015-08-20,East Melbourne,Graffiti,Graffiti Removal,16
CLOSED,2015-12-01,2015-12-08,Kensington,Graffiti,Graffiti Removal,7
CLOSED,2015-09-09,2015-09-16,Carlton,Parks and Trees,Tree Maintenance Services,7
CLOSED,2015-07-24,2015-07-31,Carlton,"Waste, Street Cleaning and Litter",Waste collection services,7
CLOSED,2015-11-16,2015-11-18,Kensington,"Waste, Street Cleaning and Litter",Missed Bin Collection,2
CLOSED,2015-06-04,2015-06-05,Melbourne,"Waste, Street Cleaning and Litter",Damaged Bins,1
CLOSED,2016-02-03,2016-03-01,Carlton,Graffiti,Graffiti Removal,27
CLOSED,2014-12-15,2014-12-24,,Parks and Trees,Sport and Playground Facilities,9
CLOSED,2015-02-12,2015-02-16,,Roads and Traffic,Road and Footpath Maintenance,4
CLOSED,2014-12-20,2014-12-31,,"Waste, Street Cleaning and Litter",Waste collection services,11
CLOSED,2015-03-06,2015-03-10,,"Waste, Street Cleaning and Litter",Dumped Rubbish,4
CLOSED,2015-04-12,2015-04-16,,Graffiti,Graffiti Removal,4
CLOSED,2015-02-26,2015-05-01,,"Waste, Street Cleaning and Litter",Dumped Rubbish,64
CLOSED,2015-03-12,2015-03-12,,"Waste, Street Cleaning and Litter",Missed Bin Collection,1
CLOSED,2015-02-26,2015-02-26,,"Waste, Street Cleaning and Litter",Street Cleaning services,1
CLOSED,2015-03-31,2015-04-01,,"Waste, Street Cleaning and Litter",Public Litter Bin,1
CLOSED,2015-03-03,2015-03-04,,Roads and Traffic,Road and Footpath Maintenance,1
CLOSED,2015-03-16,2015-03-18,,"Waste, Street Cleaning and Litter",Street Cleaning services,2
CLOSED,2015-02-03,2015-02-10,,Graffiti,Graffiti Removal,7
CLOSED,2015-03-20,2015-03-26,,"Waste, Street Cleaning and Litter",Syringe pick-up services,6
CLOSED,2015-03-07,2015-04-22,,Asset maintenance,Street Lighting Maintenance,46
CLOSED,2015-03-07,2015-03-12,,Roads and Traffic,Traffic Management,5
CLOSED,2015-02-18,2015-03-02,,"Waste, Street Cleaning and Litter",Waste collection services,12
CLOSED,2015-03-16,2015-03-19,,Roads and Traffic,Road and Footpath Maintenance,3
CLOSED,2015-02-03,2015-02-05,,Roads and Traffic,Drain Maintenance,2
CLOSED,2015-04-06,2015-04-06,,"Waste, Street Cleaning and Litter",Dumped Rubbish,1
CLOSED,2015-02-23,2015-02-23,,"Waste, Street Cleaning and Litter",Street Cleaning services,1
CLOSED,2015-03-06,2015-03-10,,"Waste, Street Cleaning and Litter",Public Litter Bin,4
CLOSED,2015-04-07,2015-04-13,,Roads and Traffic,Road and Footpath Maintenance,6
CLOSED,2015-03-19,2015-04-01,,Graffiti,Graffiti Removal,13
CLOSED,2015-02-23,2015-02-27,,Roads and Traffic,Road and Footpath Maintenance,4
CLOSED,2015-02-23,2015-03-23,,Graffiti,Graffiti Removal,28
CLOSED,2015-03-06,2015-03-20,,Parks and Trees,Tree Maintenance Services,14
CLOSED,2015-04-07,2015-05-21,,"Waste, Street Cleaning and Litter",Dumped Rubbish,44
CLOSED,2015-02-24,2015-02-24,,Roads and Traffic,Drain Maintenance,1
CLOSED,2015-04-10,2015-04-13,,"Waste, Street Cleaning and Litter",Waste collection services,3
CLOSED,2015-02-13,2015-02-20,,"Waste, Street Cleaning and Litter",Syringe pick-up services,7
CLOSED,2015-03-30,2015-04-13,,Asset maintenance,Street Maintenance,14
CLOSED,2015-02-10,2015-02-18,,"Waste, Street Cleaning and Litter",Dumped Rubbish,8
CLOSED,2015-04-11,2015-05-13,,"Waste, Street Cleaning and Litter",Dumped Rubbish,32
CLOSED,2015-02-16,2015-02-20,,"Waste, Street Cleaning and Litter",Dumped Rubbish,4
CLOSED,2015-03-26,2015-03-27,,Roads and Traffic,Traffic Management,1
CLOSED,2015-02-11,2015-02-19,,Graffiti,Graffiti Removal,8
CLOSED,2015-02-01,2015-02-13,,"Waste, Street Cleaning and Litter",Waste collection services,12
CLOSED,2015-03-24,2015-04-16,,Graffiti,Graffiti Removal,23
CLOSED,2015-02-03,2015-02-26,,Parking,Parking Meter Service,23
CLOSED,2015-03-02,2015-03-05,,"Waste, Street Cleaning and Litter",Dumped Rubbish,3
CLOSED,2015-02-16,2015-02-23,,Roads and Traffic,Road and Footpath Maintenance,7
CLOSED,2015-02-16,2015-02-19,,"Waste, Street Cleaning and Litter",Waste collection services,3
CLOSED,2015-02-12,2015-03-11,,Graffiti,Graffiti Removal,27
CLOSED,2015-03-04,2015-03-04,,Roads and Traffic,Drain Maintenance,1
CLOSED,2015-04-01,2015-04-02,,"Waste, Street Cleaning and Litter",Damaged Bins,1
CLOSED,2015-03-03,2015-03-06,,Graffiti,Graffiti Removal,3
CLOSED,2015-04-05,2015-04-15,,Graffiti,Graffiti Removal,10
CLOSED,2015-04-08,2015-04-14,,Roads and Traffic,Drain Maintenance,6
CLOSED,2015-02-10,2015-02-19,,Parks and Trees,Condition of Assets in Parks,9
CLOSED,2015-03-10,2015-03-12,,"Waste, Street Cleaning and Litter",Missed Bin Collection,2
CLOSED,2015-03-21,2016-02-12,,Parking,Parking Meter Service,328
CLOSED,2015-04-14,2015-04-20,,"Waste, Street Cleaning and Litter",Dumped Rubbish,6
CLOSED,2015-02-14,2015-02-16,,"Waste, Street Cleaning and Litter",Public Litter Bin,2
CLOSED,2015-02-11,2015-02-15,,"Waste, Street Cleaning and Litter",Waste collection services,4
CLOSED,2015-03-27,2015-03-30,,"Waste, Street Cleaning and Litter",Waste collection services,3
CLOSED,2015-02-16,2015-02-26,,"Waste, Street Cleaning and Litter",Waste collection services,10
CLOSED,2015-02-26,2015-03-11,,Graffiti,Graffiti Removal,13
CLOSED,2015-04-02,2015-04-07,,Roads and Traffic,Drain Maintenance,5
CLOSED,2015-02-02,2015-09-14,,Asset maintenance,Street Maintenance,224
CLOSED,2015-03-17,2015-03-31,,Graffiti,Graffiti Removal,14
CLOSED,2015-03-03,2015-03-06,,"Waste, Street Cleaning and Litter",Damaged Bins,3
CLOSED,2015-02-06,2015-03-03,,Parking,Parking Meter Service,25
CLOSED,2015-03-23,2015-03-24,,"Waste, Street Cleaning and Litter",Dumped Rubbish,1
CLOSED,2015-02-09,2015-02-12,,Roads and Traffic,Road and Footpath Maintenance,3
CLOSED,2015-02-11,2015-02-12,,Parks and Trees,Tree Maintenance Services,1
CLOSED,2015-03-10,2015-03-20,,Parks and Trees,Tree Maintenance Services,10
CLOSED,2015-02-10,2015-02-13,,"Waste, Street Cleaning and Litter",Street Cleaning services,3
CLOSED,2015-03-18,2015-03-31,,"Waste, Street Cleaning and Litter",Dumped Rubbish,13
CLOSED,2015-02-04,2015-03-20,,Asset maintenance,Street Lighting Maintenance,44
CLOSED,2015-03-19,2015-03-20,,"Waste, Street Cleaning and Litter",Street Cleaning services,1
CLOSED,2015-02-09,2015-02-09,,Parking,Parking Compliance Services,1
CLOSED,2015-03-05,2015-03-20,,"Waste, Street Cleaning and Litter",Waste collection services,15
CLOSED,2015-02-20,2015-04-29,,Parks and Trees,Park Cleaning,68
CLOSED,2015-02-10,2015-04-22,,Roads and Traffic,Traffic Management,71
CLOSED,2015-03-11,2015-03-16,,"Waste, Street Cleaning and Litter",Dumped Rubbish,5
CLOSED,2015-02-25,2015-03-03,,"Waste, Street Cleaning and Litter",Syringe pick-up services,6
CLOSED,2015-02-06,2015-02-10,,"Waste, Street Cleaning and Litter",Dumped Rubbish,4
CLOSED,2015-05-14,2015-05-23,,Roads and Traffic,Drain Maintenance,9
CLOSED,2015-05-14,2015-05-15,,"Waste, Street Cleaning and Litter",Damaged Bins,1
CLOSED,2015-03-05,2015-05-20,,Graffiti,Graffiti Removal,76
CLOSED,2015-04-28,2015-04-30,,"Waste, Street Cleaning and Litter",Dumped Rubbish,2
CLOSED,2015-06-15,2015-06-22,,Graffiti,Graffiti Removal,7
CLOSED,2015-05-29,2015-08-21,,Parks and Trees,Park Cleaning,84
CLOSED,2015-05-31,2015-06-26,,Roads and Traffic,Road and Footpath Maintenance,26
CLOSED,2015-06-22,2015-07-07,,Asset maintenance,Street Maintenance,15
CLOSED,2015-04-29,2015-05-04,,"Waste, Street Cleaning and Litter",Damaged Bins,5
CLOSED,2015-05-29,2015-08-17,,Parks and Trees,Park Cleaning,80
CLOSED,2015-05-01,2015-05-12,,Graffiti,Graffiti Removal,11
CLOSED,2015-04-29,2015-05-01,,"Waste, Street Cleaning and Litter",Street Cleaning services,2
CLOSED,2015-05-21,2015-06-09,,Asset maintenance,Bridge Maintenance,19
CLOSED,2015-05-04,2016-05-04,,Parking,Parking Meter Service,366
CLOSED,2015-04-20,2015-05-05,,Graffiti,Graffiti Removal,15
CLOSED,2015-05-05,2015-05-22,,Roads and Traffic,Traffic Management,17
CLOSED,2015-06-10,2015-08-21,,Parks and Trees,Park Cleaning,72
CLOSED,2015-04-27,2016-05-30,,Parking,Parking Meter Service,399
CLOSED,2015-05-07,2015-05-15,,"Waste, Street Cleaning and Litter",Dumped Rubbish,8
CLOSED,2015-07-01,2015-07-08,,"Waste, Street Cleaning and Litter",Dumped Rubbish,7
CLOSED,2015-05-30,2015-05-30,,"Waste, Street Cleaning and Litter",Dumped Rubbish,1
CLOSED,2015-06-17,2015-06-18,,"Waste, Street Cleaning and Litter",Missed Bin Collection,1
CLOSED,2015-06-17,2015-06-19,,Parks and Trees,Tree Maintenance Services,2
CLOSED,2015-06-22,2015-07-02,,Roads and Traffic,Drain Maintenance,10
CLOSED,2015-07-07,2015-07-10,,"Waste, Street Cleaning and Litter",Damaged Bins,3
CLOSED,2015-05-07,2015-05-11,,Asset maintenance,Street Maintenance,4
CLOSED,2015-07-02,2015-08-17,,Parks and Trees,Park Cleaning,46
CLOSED,2015-06-29,2015-07-01,,"Waste, Street Cleaning and Litter",Missed Bin Collection,2
CLOSED,2015-07-02,2015-07-06,,"Waste, Street Cleaning and Litter",Waterways,4
CLOSED,2015-05-20,2015-05-22,,Roads and Traffic,Drain Maintenance,2
CLOSED,2015-06-19,2015-06-30,,Roads and Traffic,Traffic Management,11
CLOSED,2015-07-06,2015-07-14,,Roads and Traffic,Traffic Management,8
CLOSED,2015-06-29,2015-07-01,,"Waste, Street Cleaning and Litter",Waste collection services,2
CLOSED,2015-06-25,2015-06-26,,Roads and Traffic,Traffic Management,1
CLOSED,2015-06-23,2015-06-26,,Roads and Traffic,Traffic Management,3
CLOSED,2015-10-30,2015-11-10,,Parks and Trees,Tree Maintenance Services,11
CLOSED,2015-12-04,2015-12-14,North Melbourne,Graffiti,Graffiti Removal,10
CLOSED,2016-06-08,2016-06-14,Carlton,"Waste, Street Cleaning and Litter",Missed Bin Collection,6
CLOSED,2015-04-29,2015-05-04,Port Melbourne,"Waste, Street Cleaning and Litter",Waste collection services,5
CLOSED,2015-09-03,2015-09-25,Carlton,Graffiti,Graffiti Removal,22
CLOSED,2015-12-06,2015-12-06,,Parking,Parking Compliance Services,1
CLOSED,2014-12-09,2014-12-31,,Parks and Trees,Condition of Assets in Parks,22
CLOSED,2016-04-07,2016-04-07,West Melbourne,"Waste, Street Cleaning and Litter",Missed Bin Collection,1
CLOSED,2015-05-06,2015-05-26,Carlton,Parks and Trees,Tree Maintenance Services,20
CLOSED,2014-12-01,2014-12-15,North Melbourne,"Waste, Street Cleaning and Litter",Dumped Rubbish,14
CLOSED,2016-02-22,2016-02-23,East Melbourne,Parks and Trees,Condition of Assets in Parks,1
CLOSED,2015-12-15,2015-12-16,Melbourne,"Waste, Street Cleaning and Litter",Missed Bin Collection,1
CLOSED,2015-01-18,2015-01-19,,"Waste, Street Cleaning and Litter",Street Cleaning services,1
CLOSED,2015-04-16,2015-04-20,,Graffiti,Graffiti Removal,4
CLOSED,2015-01-16,2015-01-20,,Parking,Parking Meter Service,4
CLOSED,2015-01-23,2015-01-25,,"Waste, Street Cleaning and Litter",Dumped Rubbish,2
CLOSED,2015-06-03,2015-06-09,,"Waste, Street Cleaning and Litter",Street Cleaning services,6
CLOSED,2015-05-04,2015-05-13,,Graffiti,Graffiti Removal,9
CLOSED,2014-12-13,2014-12-13,,"Waste, Street Cleaning and Litter",Public Litter Bin,1
CLOSED,2015-03-28,2015-03-28,,Parking,Parking Compliance Services,1
CLOSED,2015-08-12,2015-09-25,,Asset maintenance,Street Lighting Maintenance,44
CLOSED,2015-09-21,2015-09-21,,"Waste, Street Cleaning and Litter",Street Cleaning services,1
CLOSED,2015-08-09,2015-08-20,,Graffiti,Graffiti Removal,11
CLOSED,2015-02-17,2015-02-19,Melbourne,"Waste, Street Cleaning and Litter",Waste collection services,2
CLOSED,2015-02-17,2015-02-19,Kensington,"Waste, Street Cleaning and Litter",Missing Bin,2
CLOSED,2015-07-29,2015-07-30,,"Waste, Street Cleaning and Litter",Public Litter Bin,1
